content,score,sentimen,content_clean
"FRAUD alert! penyalahgunaan kartu kredit dalam jumlah besar, di loloskan begitu saja oleh pihak tokopedia, tidak ada penahanan dana sementara ( holding period) padahal transaksi jumlah besar dilakukan bukan atas nama pemegang kartu, pembeli dan penerima barang bukan atas nama pemegang kredit card. Tokopedia bertindak sebagai tempat terjadinya tindak pidana dan akun penipu adalah alat kejahatannya",1,negatif,fraud alert penyalahgunaan kartu kredit loloskan tokopedia penahanan dana holding period transaksi nama pemegang kartu pembeli penerima barang nama pemegang kredit card tokopedia bertindak tindak pidana akun penipu alat kejahatannya
"kenapa ini saya tidak bisa akses ke gopay pinjam,padahal saya mau bayar",1,negatif,akses gopay pinjampadahal bayar
mau beli salep bioplacinton aja bikin ribet. Mlah dialihkan chat dokter..butuh salep bukan chat dokter. aneh,1,negatif,beli salep bioplacinton aja bikin ribet mlah dialihkan chat dokterbutuh salep chat dokter aneh
bagus,4,positif,bagus
"ongkirnya mahal sekaliii, padahal saya mau beli kenapa ongkirnya mahal banget tolong kurangin harga ongkirnyaaa",1,negatif,ongkirnya mahal sekaliii beli ongkirnya mahal banget tolong kurangin harga ongkirnyaaa
Aplikasi yang sangat bagus buat belanja dan kebutuhan sehari-hari dan banyak diskon saya merekomendasikan aplikasi ini ayo download sekarang juga,5,positif,aplikasi bagus belanja kebutuhan seharihari diskon merekomendasikan aplikasi ayo download
mudah cepat terpercaya,5,positif,mudah cepat terpercaya
bagus banget deh pokoknya,5,positif,bagus banget deh pokoknya
"apasihh, ada diskon pengguna pertama kok gabisa dipakai, hangus Bae dah vouchernya. Gajelas lu tokped",1,negatif,apasihh diskon pengguna gabisa dipakai hangus bae dah vouchernya gajelas lu tokped
Mantap tokopedia selalu dapat bonus pengurangan harga dari harga normal pesanan😇,5,positif,mantap tokopedia bonus pengurangan harga harga normal pesanan
apk nya gajelas jelek banget,1,negatif,apk nya gajelas jelek banget
"tokopedia semakin kesini semakin mengalami kemunduran, peraturan yang membingungkan, tidak menguntungkan pembeli, ribet, menyusahkan pembeli.",1,negatif,tokopedia kesini mengalami kemunduran peraturan membingungkan menguntungkan pembeli ribet menyusahkan pembeli
"toped makin k sini makin k sana, ongkir mahal",1,negatif,toped k k ongkir mahal
good,5,positif,good
"bingung buat lansia, untuk tarik uang pembatalan otomatis dari pagi, sdh mengikuti perbarui aplikasi toko pedia, tapi dana tetap di jawab tidak bisa, refund kosong padahal ada angka nya 74.000",5,positif,bingung lansia tarik uang pembatalan otomatis pagi sdh mengikuti perbarui aplikasi toko pedia dana refund kosong angka nya
waktu bayar harga beda sama yang ditampilin,1,negatif,bayar harga beda ditampilin
Ga bisa dipakai diskonnya,1,negatif,ga dipakai diskonnya
mantab jiwa,5,positif,mantab jiwa
"Aplikasi terburuk, susah buat check out",1,negatif,aplikasi terburuk susah check out
apa ini semua barangnya ga ada,1,negatif,barangnya ga
"Sistem pengambilan dana refund buruk,",1,negatif,sistem pengambilan dana refund buruk
mantap rekomendasi sih pake toko pedia,5,positif,mantap rekomendasi sih pake toko pedia
"ngasih promo doang tapi barang ny ngga bisa di beli,,,kalo gitumah mending ngga usah",1,negatif,ngasih promo doang barang ny ngga belikalo gitumah mending ngga
"tenor gak bisa 12/24 bulan Setiap kali mau checkout selalu gangguan, bagai mana mau belanja TOPEEEED",5,positif,tenor gak kali checkout gangguan belanja topeeeed
layanan prima,5,positif,layanan prima
aplikasi paling gajelas,1,negatif,aplikasi gajelas
"aplikasi ini senang menahan duit konsumen dana tarik dipersulit katanya cs butuh 6 hari menurutku klo aplikasi lain lgsg masuk saat itu apalg bca cepet dan juga pantes saja org banyak pindah keoren hrga lebih mahal disini aku sudh mau dan sering belanja disini tapi tarik dana dipersulit ga masuk akal kan butuh 6 hari dana balik kebank,penjual byk abal tukang bohong juga bilg kirim hri ini dr siang tadi ga dikitim ngaku audh drop dicek ga ada besok masuk media konsumen liat saja",1,negatif,aplikasi senang menahan duit konsumen dana tarik dipersulit cs butuh menurutku klo aplikasi lgsg masuk apalg bca cepet pantes org pindah keoren hrga mahal sudh belanja tarik dana dipersulit ga masuk akal butuh dana kebankpenjual byk abal tukang bohong bilg kirim hri dr siang ga dikitim ngaku audh drop dicek ga besok masuk media konsumen liat
"cairin saldo lama banget disini, hti hti",1,negatif,cairin saldo banget hti hti
"aplikasi nggak berguna banget dipake co ga bisa, ada voucher pengguna pertama nggak bisa di pake masa berlakunya masih lama eh udah nggak bisa dipake juga, biaya ongkir nggak ngotak lagi, nggak guna banget mending balik lagi ke shopee deh",1,negatif,aplikasi nggak berguna banget dipake co ga voucher pengguna nggak pake berlakunya eh udah nggak dipake biaya ongkir nggak ngotak nggak banget mending shopee deh
de best,5,positif,de best
seler nya angkat tangan kalo ada masalah hubungi tokped juga respon nya engga banget,1,negatif,seler nya angkat tangan kalo hubungi tokped respon nya engga banget
senang sekali bisa berbelanja d toko pedia,5,positif,senang berbelanja d toko pedia
"Harga kalah jauh sama aplikasi lain, ongkir aja bayar mahal sedangkan di aplikasi lain gratis",1,negatif,harga kalah aplikasi ongkir aja bayar mahal aplikasi gratis
Pantesnya dikasih bintang 1 aja,1,negatif,pantesnya dikasih bintang aja
Aku kira murah terus ternyata pembelian ke 3 scam promonya,1,negatif,murah pembelian scam promonya
diskon sama gratis ongkirnya ga bisa dipakai,1,negatif,diskon gratis ongkirnya ga dipakai
Ga bisa dipakai promonya ya pindah aplikasi lain lagi,1,negatif,ga dipakai promonya ya pindah aplikasi
Baguss,5,positif,baguss
Mau bayar tapi harganya ga sesuai sama aja nipu harga,1,negatif,bayar harganya ga sesuai aja nipu harga
Kupon diskon error,1,negatif,kupon diskon error
buruk,1,negatif,buruk
aplikasi bagus tapi iklan tolong di kurangin😐,3,netral,aplikasi bagus iklan tolong kurangin
"Dikasih kupon diskon, tapi boong",1,negatif,dikasih kupon diskon boong
"aplikasi perampok uang customer. Bayar PBB gagal di aplikasi ini karena system, eh duitnya ngga bisa ditarik lagi ke rekening....somplak somplak",1,negatif,aplikasi perampok uang customer bayar pbb gagal aplikasi system eh duitnya ngga ditarik rekeningsomplak somplak
Kalau promo tidak berlaku ya jangan ditampilin harga promo,1,negatif,promo berlaku ya ditampilin harga promo
Mau beli aja susahnya minta ampun,1,negatif,beli aja susahnya ampun
Aplikasi cacat gini kok mau banyak pengguna,1,negatif,aplikasi cacat gini pengguna
"dana nyangkut gabisa ditarik, payah aplikasi",1,negatif,dana nyangkut gabisa ditarik payah aplikasi
"sebelum dibeli harga murah, mau beli kok kuponnya ga motong? ga ada gratis ongkir lagi",1,negatif,dibeli harga murah beli kuponnya ga motong ga gratis ongkir
Bagus,5,positif,bagus
Kupon disoknnya buat apa ini???,1,negatif,kupon disoknnya
"lemot,gabisa co maybe krna harga murah, pelayanan kurang",1,negatif,lemotgabisa co maybe krna harga murah pelayanan
kenapa gak bisa buat belanja padahal pengguna baru,1,negatif,gak belanja pengguna
thanks tokped suksess,5,positif,thanks tokped suksess
"Promo nya ga bisa dipakai, pengembalian dana susah diambil",1,negatif,promo nya ga dipakai pengembalian dana susah diambil
banyak promo tapi gabisa dipakai,1,negatif,promo gabisa dipakai
Promo tidak berlaku trus hilang. PHP aja aplikasi ini,1,negatif,promo berlaku trus hilang php aja aplikasi
"Tolong perbaikin lg dong search engine nya. ngetiknya apa, yg muncul beda dengan yg diketik",1,negatif,tolong perbaikin lg search engine nya ngetiknya yg muncul beda yg diketik
"perlu diperbaiki sih, ongkir mahal, aplikasi lama loading, update terus",2,negatif,diperbaiki sih ongkir mahal aplikasi loading update
gimmick promonya nomor 1,1,negatif,gimmick promonya nomor
buruk,1,negatif,buruk
"membinggungkan pembeli, harga berbeda di halaman check out",1,negatif,membinggungkan pembeli harga berbeda halaman check out
Kupon diskon tidak bisa dipakai,1,negatif,kupon diskon dipakai
"masa susah beli disini statusnya tidak bisa beli , nagco hapus aja nih apk kag guna",1,negatif,susah beli statusnya beli nagco hapus aja nih apk kag
"pencarian makin ngawur, pencarian barang serupa sering gak ada pencarian berdasarkan gambar banyak gagalnya pembayaran blm bisa gabungan (saldo tokped+lainnya) tolong kembalikan search engine yang dulu 😔",3,netral,pencarian ngawur pencarian barang gak pencarian berdasarkan gambar gagalnya pembayaran blm gabungan saldo tokpedlainnya tolong kembalikan search engine
"Gak tau smpe kapan smpe jam brp duit saya dibalikin sama gopay, soalnya udah dari tgl 29 hari senin siang jam 13.02 top up ke Gopay ga masuk² klo cuma 15 rb gpp ini 1.5 jt duit mau dipakai malah ga ada kejelasan nya sedih miris nahan laper kasian anak2 mau makan jajan ga bisa karena uang yg niatnya dipindahkan ke gopay biar bisa jajan bayar qris atau transfer gratis malah nyangkut topup sisa gaji buat jajan makan anak anak istri jadi gak bisa deh astaghfirullah gopay gopay ya Allah Allahuakbar",1,negatif,gak tau smpe smpe jam brp duit dibalikin gopay udah tgl senin siang jam top up gopay ga masuk² klo rb gpp jt duit dipakai ga kejelasan nya sedih miris nahan laper kasian anak makan jajan ga uang yg niatnya dipindahkan gopay biar jajan bayar qris transfer gratis nyangkut topup sisa gaji jajan makan anak anak istri gak deh astaghfirullah gopay gopay ya allah allahuakbar
proses cepat dan sangatembantu,5,positif,proses cepat sangatembantu
Sudah ga dikasih gratis ongkir ya pindah ke yang lain,1,negatif,ga dikasih gratis ongkir ya pindah
sangat membantu,5,positif,membantu
Kuponnya diskon ga bisa dipakai,1,negatif,kuponnya diskon ga dipakai
"hallo tokopedia.... kenapa makin sekarang pengirimannya tidak sesuai estimasi, selalu telat, kalah sama yang sebelah, payah.",1,negatif,hallo tokopedia pengirimannya sesuai estimasi telat kalah sebelah payah
belanja mudah dan proses cepat,5,positif,belanja mudah proses cepat
Mantap,5,positif,mantap
tarik saldo refund eror terus payah,1,negatif,tarik saldo refund eror payah
"milih barang sudah lama, mau bayar lah promonya hilang",1,negatif,milih barang bayar promonya hilang
ini iklannya mengganggu si lagi nonton kan SDH aku install ni app kenapa ganggu si lama lagi kembali nontonny,5,positif,iklannya mengganggu si nonton sdh install ni app ganggu si nontonny
"kalo bisa diperbaiki, masa pas mau chat penjual kadang2 gangguan terus, pantes kalah saing ama shoope",4,positif,kalo diperbaiki pas chat penjual kadang gangguan pantes kalah saing ama shoope
Jelek gratis ongkir di awal aja,1,negatif,jelek gratis ongkir aja
"apk sampah, bisa²nya ngerekomendasiin barang sampah menjijikan padahal ga pernah search hal² kaya gitu",1,negatif,apk sampah bisa²nya ngerekomendasiin barang sampah menjijikan ga search hal² kaya gitu
"saldo gue ketahan di tokped, giliran mau di ambil malah ""Terjadi kesalahan silahkan coba lagi."" TAEKK udah gue coba berkali kali juga masi error. gue cuma pengen duit gue balik woii",5,positif,saldo gue ketahan tokped giliran ambil kesalahan silahkan coba taekk udah gue coba berkali kali masi error gue pengen duit gue woii
ribet bgt narik pengembalian ada minimal nya,1,negatif,ribet bgt narik pengembalian minimal nya
hadeuh komplain di tolak sudah jelas barang tidak sampai sudah 7 hari lebih masih di bilang alasan sudah di kirim noh masih stuck ga update pengriman nya,1,negatif,hadeuh komplain tolak barang bilang alasan kirim noh stuck ga update pengriman nya
ini kenapa ya kemaren penarikan saldo bisa sekarang kenapa ga bisa tolong dong ini,1,negatif,ya kemaren penarikan saldo ga tolong
bagus bgt si emg klo pengguna pertama smua harga jd perakan cm susah bgt mau cekout nya,5,positif,bagus bgt si emg klo pengguna smua harga jd perakan cm susah bgt cekout nya
Bermanfaat,5,positif,bermanfaat
gratis ongkir nya tidak bisa dipakai,1,negatif,gratis ongkir nya dipakai
tidak bisa mengambil dana di saldo Tokopedia selalu gagal,2,negatif,mengambil dana saldo tokopedia gagal
saya mau refund tidak bisa refundd tolong diperbaiki👎,1,negatif,refund refundd tolong diperbaiki
saya tidak bisa buka Saldo tokopedia mengapa ?,3,netral,buka saldo tokopedia
"sering banget banyak promo tapi tolong diperbaiki lagi ya, tiap hendak klik bar tapi tidak bisa karena 'voucher tidak tersedia' padahal memenuhi sk untuk penggunaan voucher.. pengitiman cepat",5,positif,banget promo tolong diperbaiki ya klik bar voucher tersedia memenuhi sk penggunaan voucher pengitiman cepat
"kecewa dengan pelayanan sistemnya, saya pesan same day tapi tidak sampai dihari yang sama. dan herannya disana tertera same day tapi ada estimasi harinya segala 2-3 hari. pertanyaan saya itu same day apa reguler jadinya ? saya sudah hubungi live agent tapi ga ada solusi dan pertanggung jawabannya, hanya disuruh menunggu terus. maaf saya kasih rate bintang 1 dulu supaya ada perbaikkan untuk tokopedia",1,negatif,kecewa pelayanan sistemnya pesan same day dihari herannya disana tertera same day estimasi harinya same day reguler hubungi live agent ga solusi pertanggung jawabannya disuruh menunggu maaf kasih rate bintang perbaikkan tokopedia
"penarikan saldo terkendala pin, biasa yah pin otomatis masuk sendiri. sekarang malah tidak dan saldo gak bisa di tarik karna lupa pin.",1,negatif,penarikan saldo terkendala pin yah pin otomatis masuk saldo gak tarik karna lupa pin
"saldo refund ga bisa di tarik. udah komplain, ga ada solusi dan estimasi kapannya. giliran dipake buat belanja lagi, saldo refund nya bisa.. padahal sebelumnya bisa2 aja tarik saldo refund dari transaksi yg di batalin sistem atau penjual.. Kecewa dengan updatean aplikasi dan penanganan komplainnya..",1,negatif,saldo refund ga tarik udah komplain ga solusi estimasi kapannya giliran dipake belanja saldo refund nya aja tarik saldo refund transaksi yg batalin sistem penjual kecewa updatean aplikasi penanganan komplainnya
"Server Sering Bermasalah, Kupon Tidak Bisa DiPakai, Tertera Diskon Padahal Tidak Diskon.. Bartebaran Barang Yang Sudah Tidak Ada Namun Tetap DiPajang Atau DiJual.. 👎 Payah.. Versi Original Maupun Lite Dua-Duanya Payah..",1,negatif,server bermasalah kupon dipakai tertera diskon diskon bartebaran barang dipajang dijual payah versi original lite duaduanya payah
Ok,5,positif,ok
praktis,5,positif,praktis
GAK BISA CHECKOUT MULU,2,negatif,gak checkout mulu
gausah bikin promo kalau ga bisa dipake,1,negatif,gausah bikin promo ga dipake
"makin parah tokped sekarang, CO batal tp mau narik saldo nunggu verifikasi 3 hari setelah itu dibuka bagian saldo cuma muncul coba lagi. duit jutaan ketahan berhari-hari. aman si oren dan ga ribet juga kalau narik saldo",1,negatif,parah tokped co batal tp narik saldo nunggu verifikasi dibuka saldo muncul coba duit jutaan ketahan berharihari aman si oren ga ribet narik saldo
"kecewa banget sama tokopedia,mau tarik dana refund katanya bs sampai 50jt sekali transaksi ternyata malah ada batasnya,mana uang buat daftar kuliah",1,negatif,kecewa banget tokopediamau tarik dana refund bs jt transaksi batasnyamana uang daftar kuliah
"I really enjoy using Tokopedia. The application is simple, fast, and helpful for finding everything I need. Highly recommended for online shopping.",5,positif,i really enjoy using tokopedia the application is simple fast and helpful for finding everything i need highly recommended for online shopping
"Sistem nya jadi agak membingungkan, tarik dana gagal terus",5,positif,sistem nya membingungkan tarik dana gagal
"aplikasinya ok bagus,cuman sellernya rata rata slow respon, kaya pada ga niat jualan",4,positif,aplikasinya ok baguscuman sellernya slow respon kaya ga niat jualan
makin ngaco stelah gabung ke tiktok,1,negatif,ngaco stelah gabung tiktok
hubungkan dengan ovo gagal terus.,2,negatif,hubungkan ovo gagal
Tokopedia the best😘😘😘,5,positif,tokopedia the best
"Balikin duit saya 46rb, laporan dan kembali berhasil tapi saldo gak masuk². chat cs gak berguna. mnding ke shopee aja gaes jgn beli d tokped hati²",1,negatif,balikin duit rb laporan berhasil saldo gak masuk² chat cs gak berguna mnding shopee aja gaes jgn beli d tokped hati²
Proses Pembayaean PDAM Cepat,5,positif,proses pembayaean pdam cepat
PENGEMBALIAN DANA RIBET!,1,negatif,pengembalian dana ribet
ongkir nya sama kayak tik tok mahall 😑,1,negatif,ongkir nya kayak tik tok mahall
